Street Address,City,State,ZIP
1105 Vine St,Liverpool,NY,13088
1105 Vine St,Liverpool,NY,13088
1105 Vine St,Liverpool,NY,13088
1105 Vine St,Liverpool,NY,13088
1105 Vine St,Liverpool,NY,13088
1105 Vine St,Liverpool,NY,13088
1105 Vine St,Liverpool,NY,13088
1105 Vine St,Liverpool,NY,13088
1105 Vine St,Liverpool,NY,13088
1105 Vine St,Liverpool,NY,13088
1105 Vine St,Liverpool,NY,13088
1105 Vine St,Liverpool,NY,13088
1105 Vine St,Liverpool,NY,13088
1105 Vine St,Liverpool,NY,13088
1105 Vine St,Liverpool,NY,13088
1105 Vine St,Liverpool,NY,13088
1105 Vine St,Liverpool,NY,13088
1105 Vine St,Liverpool,NY,13088
1105 Vine St,Liverpool,NY,13088
1105 Vine St,Liverpool,NY,13088
1105 Vine St,Liverpool,NY,13088
600 US-44,Highland,NY,12528
600 US-44,Highland,NY,12528
600 US-44,Highland,NY,12528
600 US-44,Highland,NY,12528
231 Creamery Pond Rd.,Chester,NY,10918
231 Creamery Pond Rd.,Chester,NY,10918
81 Laroe Rd,Chester,NY,10918
81 Laroe Rd,Chester,NY,10918
81 Laroe Rd,Chester,NY,10918
81 Laroe Rd,Chester,NY,10918
5063 Commercial Dr,Yorkville,NY,13495
231 Creamery Pond Rd,Chester,NY,10918
231 Creamery Pond Rd,Chester,NY,10918
632 Broadway,Amityville,NY,11701
632 Broadway,Amityville,NY,11701
3 West End Ave,Oyster Bay,NY,11771
3 West End Ave,Oyster Bay,NY,11771
3 West End Ave,Oyster Bay,NY,11771
3 West End Ave,Oyster Bay,NY,11771
5755 NY-80,Tully,NY,13159
5755 NY-80,Tully,NY,13159
5755 NY-80,Tully,NY,13159
5755 NY-80,Tully,NY,13159
5755 NY-80,Tully,NY,13159
5755 NY-80,Tully,NY,13159
5755 NY-80,Tully,NY,13159
5755 NY-80,Tully,NY,13159
5755 NY-80,Tully,NY,13159
5755 NY-80,Tully,NY,13159
5755 NY-80,Tully,NY,13159
5755 NY-80,Tully,NY,13159
579 Troy-Schenectady Rd,Latham,NY,12110
579 Troy-Schenectady Rd,Latham,NY,12110
579 Troy-Schenectady Rd,Latham,NY,12110
579 Troy-Schenectady Rd,Latham,NY,12110
579 Troy-Schenectady Rd,Latham,NY,12110
579 Troy-Schenectady Rd,Latham,NY,12110
579 Troy-Schenectady Rd,Latham,NY,12110
579 Troy-Schenectady Rd,Latham,NY,12110
5964 MAIN ST,TANNERSVILLE,NY,12485
211 North End Ave,New York,NY,10282
211 North End Ave,New York,NY,10282
211 North End Ave,New York,NY,10282
211 North End Ave,New York,NY,10282
7073 Route 281,Tully,NY,13159
7073 Route 281,Tully,NY,13159
7073 Route 281,Tully,NY,13159
7073 Route 281,Tully,NY,13159
111 Westfall Road Health & Human Services HHS,Rochester,NY,14620
111 Westfall Road Health & Human Services HHS,Rochester,NY,14620
111 Westfall Road Health & Human Services HHS,Rochester,NY,14620
111 Westfall Road Health & Human Services HHS,Rochester,NY,14620
435 East Henrietta Road Monroe Community Hosp,Rochester,NY,14620
435 East Henrietta Road Monroe Community Hosp,Rochester,NY,14620
435 East Henrietta Road Monroe Community Hosp,Rochester,NY,14620
435 East Henrietta Road Monroe Community Hosp,Rochester,NY,14620
756 E Chester St,Kingston,NY,12401
756 E Chester St,Kingston,NY,12401
115 Main Avenue,Wynantskill,NY,12198
115 Main Avenue,Wynantskill,NY,12198
115 East 87th Street,New York,NY,10128
115 East 87th Street,New York,NY,10128
62-60 99th Street,Rego Park,NY,11374
62-60 99th Street,Rego Park,NY,11374
375 Hudson Street,New York,NY,10014
1137 Westchester Avenue,White Plains,NY,10605
1137 Westchester Avenue,White Plains,NY,10605
1137 Westchester Avenue,White Plains,NY,10605
1137 Westchester Avenue,White Plains,NY,10605
1137 Westchester Avenue,White Plains,NY,10605
1137 Westchester Avenue,White Plains,NY,10605
1137 Westchester Avenue,White Plains,NY,10605
1137 Westchester Avenue,White Plains,NY,10605
1137 Westchester Avenue,White Plains,NY,10605
185 Kings Ferry Road,Montrose,NY,10548
999 Old Country Rd,Plainview,NY,11803
999 Old Country Rd,Plainview,NY,11803
1166 Castle Creek Rd,Castle Creek,NY,13744
1166 Castle Creek Rd,Castle Creek,NY,13744
1166 Castle Creek Rd,Castle Creek,NY,13744
1166 Castle Creek Rd,Castle Creek,NY,13744
50 Marsh Rd,East Rochester,NY,14445
50 Marsh Rd,East Rochester,NY,14445
1585 Round Swamp Rd,Plainview,NY,11803
1585 Round Swamp Rd,Plainview,NY,11803
7900 Turin Road,Rome,NY,13440
7900 Turin Road,Rome,NY,13440
7900 Turin Road,Rome,NY,13440
7900 Turin Road,Rome,NY,13440
NYS Thruway Milepost 210 Eastbound,Little Falls,NY,13365
NYS Thruway Milepost 210 Eastbound,Little Falls,NY,13365
NYS Thruway Milepost 210 Eastbound,Little Falls,NY,13365
NYS Thruway Milepost 210 Eastbound,Little Falls,NY,13365
1 Hamlin Beach State Park,Hamlin,NY,14464
200 E 24th St,New York,NY,10010
200 E 24th St,New York,NY,10010
2330 Watt St,Schenectady,NY,12304
2330 Watt St,Schenectady,NY,12304
2330 Watt St,Schenectady,NY,12304
2330 Watt St,Schenectady,NY,12304
2330 Watt St,Schenectady,NY,12304
2330 Watt St,Schenectady,NY,12304
110 Maple Ave,Rockville Centre,NY,11570
110 Maple Ave,Rockville Centre,NY,11570
660 NY-7,Troy,NY,12180
660 NY-7,Troy,NY,12180
668 Hoosick Rd,Troy,NY,12180
668 Hoosick Rd,Troy,NY,12180
498 Red Apple Court,Central Valley,NY,10917
498 Red Apple Court,Central Valley,NY,10917
498 Red Apple Court,Central Valley,NY,10917
498 Red Apple Court,Central Valley,NY,10917
660 E Jericho Turnpike,Huntington Station,NY,11791
660 E Jericho Turnpike,Huntington Station,NY,11791
370 Elmira Rd,Ithaca,NY,14850
370 Elmira Rd,Ithaca,NY,14850
1 Halfmoon Town Plz,Waterford,NY,12188
1 Halfmoon Town Plz,Waterford,NY,12188
2 Halfmoon Town Plz,Clifton Park,NY,12065
2 Halfmoon Town Plz,Clifton Park,NY,12065
2 Halfmoon Town Plz,Waterford,NY,12065
2 Halfmoon Town Plz,Waterford,NY,12065
2435 NY-332,Canandaigua,NY,14424
2435 NY-332,Canandaigua,NY,14424
6 Loden Ln,Rochester,NY,14623
6 Loden Ln,Rochester,NY,14623
6 Loden Ln,Rochester,NY,14623
6 Loden Ln,Rochester,NY,14623
55 Hobbes Ln,Rochester,NY,14624
55 Hobbes Ln,Rochester,NY,14624
55 Hobbes Ln,Rochester,NY,14624
55 Hobbes Ln,Rochester,NY,14624
253 Charwood Cir,Irondequoit,NY,14609
253 Charwood Cir,Irondequoit,NY,14609
253 Charwood Cir,Irondequoit,NY,14609
253 Charwood Cir,Irondequoit,NY,14609
133 Golden Rod Ln,Henrietta,NY,14623
133 Golden Rod Ln,Henrietta,NY,14623
150 Charwood Cir,Irondequoit,NY,14609
150 Charwood Cir,Irondequoit,NY,14609
150 Charwood Cir,Irondequoit,NY,14609
150 Charwood Cir,Irondequoit,NY,14609
330 Powell Ave,Newburgh,NY,12549
330 Powell Ave,Newburgh,NY,12549
330 Powell Ave,Newburgh,NY,12549
330 Powell Ave,Newburgh,NY,12549
330 Powell Ave,Newburgh,NY,12549
330 Powell Ave,Newburgh,NY,12549
"25 Maple Ave, New Rochelle, NY 10801",New Rochelle,NY,10801
"25 Maple Ave, New Rochelle, NY 10801",New Rochelle,NY,10801
108 Ravine Parkway,Oneonta,NY,13820
108 Ravine Parkway,Oneonta,NY,13820
108 Ravine Parkway,Oneonta,NY,13820
108 Ravine Parkway,Oneonta,NY,13820
550 Prospect Place,Brooklyn,NY,11238
550 Prospect Place,Brooklyn,NY,11238
550 Prospect Place,Brooklyn,NY,11238
550 Prospect Place,Brooklyn,NY,11238
550 Prospect Place,Brooklyn,NY,11238
550 Prospect Place,Brooklyn,NY,11238
550 Prospect Place,Brooklyn,NY,11238
26-19 2nd Street,Astoria,NY,11102
26-19 2nd Street,Astoria,NY,11102
445 Vanderbilt Ave,Brooklyn,NY,11238
445 Vanderbilt Ave,Brooklyn,NY,11238
445 Vanderbilt Ave,Brooklyn,NY,11238
445 Vanderbilt Ave,Brooklyn,NY,11238
445 Vanderbilt Ave,Brooklyn,NY,11238
445 Vanderbilt Ave,Brooklyn,NY,11238
445 Vanderbilt Ave,Brooklyn,NY,11238
445 Vanderbilt Ave,Brooklyn,NY,11238
445 Vanderbilt Ave,Brooklyn,NY,11238
445 Vanderbilt Ave,Brooklyn,NY,11238
445 Vanderbilt Ave,Brooklyn,NY,11238
200-206 E 88th Street,New York,NY,10128
210 W 71st Street,New York,NY,10023
498 Red Apple Court,Central Valley,NY,10917
498 Red Apple Court,Central Valley,NY,10917
498 Red Apple Court,Central Valley,NY,10917
498 Red Apple Court,Central Valley,NY,10917
498 Red Apple Court,Central Valley,NY,10917
498 Red Apple Court,Central Valley,NY,10917
498 Red Apple Court,Central Valley,NY,10917
498 Red Apple Court,Central Valley,NY,10917
498 Red Apple Court,Central Valley,NY,10917
498 Red Apple Court,Central Valley,NY,10917
498 Red Apple Court,Central Valley,NY,10917
498 Red Apple Court,Central Valley,NY,10917
647 Mariaville Rd,Rotterdam,NY,12306
647 Mariaville Rd,Rotterdam,NY,12306
647 Mariaville Rd,Rotterdam,NY,12306
647 Mariaville Rd,Rotterdam,NY,12306
647 Mariaville Rd,Rotterdam,NY,12306
647 Mariaville Rd,Rotterdam,NY,12306
647 Mariaville Rd,Rotterdam,NY,12306
647 Mariaville Rd,Rotterdam,NY,12306
220 Crosby Blvd,Old Forge,NY,13420
220 Crosby Blvd,Old Forge,NY,13420
108 Crosby Blvd,Old Forge,NY,13420
108 Crosby Blvd,Old Forge,NY,13420
300 Mc Cauley Rd,Old Forge,NY,13420
300 Mc Cauley Rd,Old Forge,NY,13420
5547 NY-28,Eagle Bay,NY,13420
5547 NY-28,Eagle Bay,NY,13420
5317 Sacandaga Rd,Galway,NY,12074
5317 Sacandaga Rd,Galway,NY,12074
5317 Sacandaga Rd,Galway,NY,12074
5317 Sacandaga Rd,Galway,NY,12074
20 Prospect St,Ballston Spa,NY,12020
20 Prospect St,Ballston Spa,NY,12020
20 Prospect St,Ballston Spa,NY,12020
20 Prospect St,Ballston Spa,NY,12020
2 Saratoga Ave,Ballston Spa,NY,12020
2 Saratoga Ave,Ballston Spa,NY,12020
150 Wade Rd,Latham,NY,12110
225 Columbia Tpke,Rensselaer,NY,12144
225 Columbia Tpke,Rensselaer,NY,12144
102 Harry Howard Ave,Hudson,NY,12534
102 Harry Howard Ave,Hudson,NY,12534
102 Harry Howard Ave,Hudson,NY,12534
102 Harry Howard Ave,Hudson,NY,12534
102 Harry Howard Ave,Hudson,NY,12534
102 Harry Howard Ave,Hudson,NY,12534
16 Squadron Blvd,New City,NY,10956
16 Squadron Blvd,New City,NY,10956
16 Squadron Blvd,New City,NY,10956
16 Squadron Blvd,New City,NY,10956
559 Tuckahoe Rd,Yonkers,NY,10710
559 Tuckahoe Rd,Yonkers,NY,10710
559 Tuckahoe Rd,Yonkers,NY,10710
559 Tuckahoe Rd,Yonkers,NY,10710
559 Tuckahoe Rd,Yonkers,NY,10710
559 Tuckahoe Rd,Yonkers,NY,10710
500 W 56th St,New York,NY,10019
500 W 56th St,New York,NY,10019
9602 4th Avenue,Brooklyn,NY,11209
9602 4th Avenue,Brooklyn,NY,11209
9602 4th Avenue,Brooklyn,NY,11209
9602 4th Avenue,Brooklyn,NY,11209
1395 new scottland road,Slingerlands,NY,12159
1395 new scottland road,Slingerlands,NY,12159
708 Sandidge Way,Albany,NY,12203
708 Sandidge Way,Albany,NY,12203
543 Tarrytown Rd,White Plains,NY,10607
543 Tarrytown Rd,White Plains,NY,10607
765 Irving Avenue,Syracuse,NY,13210
765 Irving Avenue,Syracuse,NY,13210
310 Northline Rd,Ballston Spa,NY,12020
310 Northline Rd,Ballston Spa,NY,12020
310 Northline Rd,Ballston Spa,NY,12020
310 Northline Rd,Ballston Spa,NY,12020
310 Northline Rd,Ballston Spa,NY,12020
310 Northline Rd,Ballston Spa,NY,12020
310 Northline Rd,Ballston Spa,NY,12020
310 Northline Rd,Ballston Spa,NY,12020
310 Northline Rd,Ballston Spa,NY,12020
310 Northline Rd,Ballston Spa,NY,12020
45 Harriman Ave,Yonkers,NY,10701
45 Harriman Ave,Yonkers,NY,10701
45 Harriman Ave,Yonkers,NY,10701
45 Harriman Ave,Yonkers,NY,10701
2585 South Road,Poughkeepsie,NY,12601
2585 South Road,Poughkeepsie,NY,12601
1 Mercedes Way,Woodbury,NY,10926
175 green St,Albany,NY,12207
121 Fitzhugh St N CityPlace Mapco Parking Lot,Rochester,NY,14614
121 Fitzhugh St N CityPlace Mapco Parking Lot,Rochester,NY,14614
121 Fitzhugh St N CityPlace Mapco Parking Lot,Rochester,NY,14614
121 Fitzhugh St N CityPlace Mapco Parking Lot,Rochester,NY,14614
300 W Fayette St,Syracuse,NY,13202
300 W Fayette St,Syracuse,NY,13202
160 North Midland Ave,Nyack,NY,10960
160 North Midland Ave,Nyack,NY,10960
160 North Midland Ave,Nyack,NY,10960
160 North Midland Ave,Nyack,NY,10960
160 North Midland Ave,Nyack,NY,10960
160 North Midland Ave,Nyack,NY,10960
160 North Midland Ave,Nyack,NY,10960
160 North Midland Ave,Nyack,NY,10960
784 County Rd 64,Elmira,NY,14903
784 County Rd 64,Elmira,NY,14903
92 Quaker Rd,Queensbury,NY,12804
2540 State Hwy 9,Malta,NY,12020
2540 State Hwy 9,Malta,NY,12020
2540 State Hwy 9,Malta,NY,12020
2540 State Hwy 9,Malta,NY,12020
2540 State Hwy 9,Malta,NY,12020
2540 State Hwy 9,Malta,NY,12020
2540 State Hwy 9,Malta,NY,12020
2540 State Hwy 9,Malta,NY,12020
2540 State Hwy 9,Malta,NY,12020
2540 State Hwy 9,Malta,NY,12020
503 Geyser Rd,Ballston Spa,NY,12020
503 Geyser Rd,Ballston Spa,NY,12020
503 Geyser Rd,Ballston Spa,NY,12020
503 Geyser Rd,Ballston Spa,NY,12020
503 Geyser Rd,Ballston Spa,NY,12020
503 Geyser Rd,Ballston Spa,NY,12020
450 W 17th Street,New York,NY,10011
450 W 17th Street,New York,NY,10011
20 Old Mamaroneck Road,White Plains,NY,10605
20 Old Mamaroneck Road,White Plains,NY,10605
130 East 18th St,New York,NY,10003
130 East 18th St,New York,NY,10003
768 E Chester St,Kingston,NY,12401
768 E Chester St,Kingston,NY,12401
9 Marble Ave,Pleasantville,NY,10570
9 Marble Ave,Pleasantville,NY,10570
9 Marble Ave,Pleasantville,NY,10570
9 Marble Ave,Pleasantville,NY,10570
2188 Tag Rd NY State Thruway,Chittenango,NY,13037
2188 Tag Rd NY State Thruway,Chittenango,NY,13037
2188 Tag Rd NY State Thruway,Chittenango,NY,13037
2188 Tag Rd NY State Thruway,Chittenango,NY,13037
9 W 31st Street,New York,NY,10001
9 W 31st Street,New York,NY,10001
20 Eastview Dr,Watervliet,NY,12189
20 Eastview Dr,Watervliet,NY,12189
10 Eastview Dr,Watervliet,NY,12189
10 Eastview Dr,Watervliet,NY,12189
20 Eastview Dr,Watervliet,NY,12189
20 Eastview Dr,Watervliet,NY,12189
2245 Broadhollow Rd,Farmingdale,NY,11735
2245 Broadhollow Rd,Farmingdale,NY,11735
2245 Broadhollow Rd,Farmingdale,NY,11735
2245 Broadhollow Rd,Farmingdale,NY,11735
350 E 30th Street,New York,NY,10016
75 Park Place,New York,NY,10007
476 Broadway,Kingston,NY,12401
476 Broadway,Kingston,NY,12401
"730 E Grassy Sprain Rd,","Yonkers,",NY,10710
"730 E Grassy Sprain Rd,","Yonkers,",NY,10710
"730 E Grassy Sprain Rd,","Yonkers,",NY,10710
"730 E Grassy Sprain Rd,","Yonkers,",NY,10710
435 Riverdale Ave,Yonkers,NY,10705
435 Riverdale Ave,Yonkers,NY,10705
435 Riverdale Ave,Yonkers,NY,10705
435 Riverdale Ave,Yonkers,NY,10705
71-99 Romaine Ave,Yonkers,NY,10705
71-99 Romaine Ave,Yonkers,NY,10705
1130 Nepperhan Ave,Yonkers,NY,10703
1130 Nepperhan Ave,Yonkers,NY,10703
1130 Nepperhan Ave,Yonkers,NY,10703
1130 Nepperhan Ave,Yonkers,NY,10703
441 Central Park Ave,Yonkers,NY,10704
441 Central Park Ave,Yonkers,NY,10704
441 Central Park Ave,Yonkers,NY,10704
3817 W Henrietta Rd,Rochester,NY,14623
3817 W Henrietta Rd,Rochester,NY,14623
3817 W Henrietta Rd,Rochester,NY,14623
3399 W Henrietta Rd,Rochester,NY,14623
3399 W Henrietta Rd,Rochester,NY,14623
1 Marina Rd,Queens,NY,11368
999 Old Country Rd,Plainview,NY,11803
999 Old Country Rd,Plainview,NY,11803
1111 Troy-Schenectady Rd,Latham,NY,12110
1111 Troy-Schenectady Rd,Latham,NY,12110
5145 Nesconset Highway,Port Jefferson Station,NY,11776
5145 Nesconset Highway,Port Jefferson Station,NY,11776
5145 Nesconset Highway,Port Jefferson Station,NY,11776
5145 Nesconset Highway,Port Jefferson Station,NY,11776
18 Wood Rd,Round Lake,NY,12151
18 Wood Rd,Round Lake,NY,12151
18 Wood Rd,Round Lake,NY,12151
18 Wood Rd,Round Lake,NY,12151
345 White Plains Rd,Eastchester,NY,10709
345 White Plains Rd,Eastchester,NY,10709
345 White Plains Rd,Eastchester,NY,10709
345 White Plains Rd,Eastchester,NY,10709
2901 Vestal Rd,Vestal,NY,13850
2901 Vestal Rd,Vestal,NY,13850
300 Corporate Plaza,Islandia,NY,11749
300 Corporate Plaza,Islandia,NY,11749
100 Corporate Plaza,Islandia,NY,11749
100 Corporate Plaza,Islandia,NY,11749
99 Clinton St,Schenectady,NY,12305
99 Clinton St,Schenectady,NY,12305
One Morrie Silver Way Innovative Stadium,Rochester,NY,14608
One Morrie Silver Way Innovative Stadium,Rochester,NY,14608
One Morrie Silver Way Innovative Stadium,Rochester,NY,14608
One Morrie Silver Way Innovative Stadium,Rochester,NY,14608
211 North End Ave,New York,NY,10282
211 North End Ave,New York,NY,10282
60 Merritt Blvd,Fishkill,NY,12524
60 Merritt Blvd,Fishkill,NY,12524
60 Merritt Blvd,Fishkill,NY,12524
60 Merritt Blvd,Fishkill,NY,12524
1 Summit Ct,Fishkill,NY,12524
1 Summit Ct,Fishkill,NY,12524
1401 Rt 52,Fishkill,NY,12524
1401 Rt 52,Fishkill,NY,12524
1399 Rt 52,Fishkill,NY,12524
1399 Rt 52,Fishkill,NY,12524
1235 Ostrander Ave,Riverhead,NY,11901
1235 Ostrander Ave,Riverhead,NY,11901
1235 Ostrander Ave,Riverhead,NY,11901
1235 Ostrander Ave,Riverhead,NY,11901
1235 Ostrander Ave,Riverhead,NY,11901
1235 Ostrander Ave,Riverhead,NY,11901
1235 Ostrander Ave,Riverhead,NY,11901
1235 Ostrander Ave,Riverhead,NY,11901
1235 Ostrander Ave,Riverhead,NY,11901
1235 Ostrander Ave,Riverhead,NY,11901
1 Heroes Wy,Riverhead,NY,11901
1 Heroes Wy,Riverhead,NY,11901
3496 US-6,Middletown,NY,10940
64 Hamilton St,Saratoga Springs,NY,12866
100 International Drive,Amherst,NY,14221
100 International Drive,Amherst,NY,14221
100 International Drive,Amherst,NY,14221
100 International Drive,Amherst,NY,14221
100 International Drive,Amherst,NY,14221
100 International Drive,Amherst,NY,14221
100 International Dr,Amherst,NY,14221
61 W Main St,Victor,NY,14564
61 W Main St,Victor,NY,14564
61 W Main St,Victor,NY,14564
61 W Main St,Victor,NY,14564
315 Mamaroneck Road,Scarsdale,NY,10583
315 Mamaroneck Road,Scarsdale,NY,10583
1 Wasylenko Lane,Yonkers,NY,10701
1 Wasylenko Lane,Yonkers,NY,10701
628 6,Carmel Hamlet,NY,10541
628 6,Carmel Hamlet,NY,10541
226 Seminary Hill Rd,Carmel Hamlet,NY,10512
226 Seminary Hill Rd,Carmel Hamlet,NY,10512
60 McAlpin Ave,Mahopac,NY,10541
60 McAlpin Ave,Mahopac,NY,10541
3496 US-6,Middletown,NY,10940
3496 US-6,Middletown,NY,10940
3496 US-6,Middletown,NY,10940
3496 US-6,Middletown,NY,10940
575 S Lake Blvd,Mahopac Falls,NY,10542
575 S Lake Blvd,Mahopac Falls,NY,10542
255-285 Main St,Goshen,NY,10924
255-285 Main St,Goshen,NY,10924
211 416,Hamptonburgh,NY,12549
211 416,Hamptonburgh,NY,12549
38 Seward Ave,Middletown,NY,10940
38 Seward Ave,Middletown,NY,10940
33 1/2 S Goodman St,Rochester,NY,14607
33 1/2 S Goodman St,Rochester,NY,14607
5775 S Transit Rd,Lockport,NY,14094
5111 Transit Rd,Depew,NY,14043
5111 Transit Rd,Depew,NY,14043
5111 Transit Rd,Depew,NY,14043
765 Mace Chasm,Keeseville,NY,12944
765 Mace Chasm,Keeseville,NY,12944
765 Mace Chasm,Keeseville,NY,12944
765 Mace Chasm,Keeseville,NY,12944
1200 Kings Hwy N Durand Eastman Golf - Club H,Rochester,NY,14617
1200 Kings Hwy N Durand Eastman Golf - Club H,Rochester,NY,14617
1200 Kings Hwy N Durand Eastman Golf - Club H,Rochester,NY,14617
1200 Kings Hwy N Durand Eastman Golf - Club H,Rochester,NY,14617
53 Shonnard Place,Yonkers,NY,10703
50 Woods Bridge Road,Katonah,NY,10536
50 Woods Bridge Road,Katonah,NY,10536
6695 Old Collamer Rd,East Syracuse,NY,13057
6695 Old Collamer Rd,East Syracuse,NY,13057
6650 Old Collamer Rd,East Syracuse,NY,13057
6650 Old Collamer Rd,East Syracuse,NY,13057
43-16 35th Ave,Queens,NY,11101
34- 45 43rd St,Queens,NY,11101
80-25 126th St,Queens,NY,11415
80-25 126th St,Queens,NY,11415
80-25 126th St,Queens,NY,11415
80-25 126th St,Queens,NY,11415
80-25 126th St,Queens,NY,11415
80-25 126th St,Queens,NY,11415
80-25 126th St,Queens,NY,11415
80-25 126th St,Queens,NY,11415
80-25 126th St,Queens,NY,11415
80-25 126th St,Queens,NY,11415
80-25 126th St,Queens,NY,11415
80-25 126th St,Queens,NY,11415
80-25 126th St,Queens,NY,11415
80-25 126th St,Queens,NY,11415
80-25 126th St,Queens,NY,11415
80-25 126th St,Queens,NY,11415
80-25 126th St,Queens,NY,11415
80-25 126th St,Queens,NY,11415
80-25 126th St,Queens,NY,11415
80-25 126th St,Queens,NY,11415
80-25 126th St,Queens,NY,11415
80-25 126th St,Queens,NY,11415
80-25 126th St,Queens,NY,11415
80-25 126th St,Queens,NY,11415
80-25 126th St,Queens,NY,11415
80-25 126th St,Queens,NY,11415
80-25 126th St,Queens,NY,11415
80-25 126th St,Queens,NY,11415
80-25 126th St,Queens,NY,11415
80-25 126th St,Queens,NY,11415
80-25 126th St,Queens,NY,11415
80-25 126th St,Queens,NY,11415
80-25 126th St,Queens,NY,11415
80-25 126th St,Queens,NY,11415
211 Rt 416,Montgomery,NY,12549
211 Rt 416,Montgomery,NY,12549
1288 W Genesee St,Syracuse,NY,13204
1288 W Genesee St,Syracuse,NY,13204
12740 Rte 9W,Coxsackie,NY,12192
12740 Rte 9W,Coxsackie,NY,12192
12740 Rte 9W,Coxsackie,NY,12192
12740 Rte 9W,Coxsackie,NY,12192
41 Glenn St,Massena,NY,13662
41 Glenn St,Massena,NY,13662
425 Cherry St,Bedford Hills,NY,10507
425 Cherry St,Bedford Hills,NY,10507
Oak Street,Patchogue,NY,11772
Oak Street,Patchogue,NY,11772
Oak Street,Patchogue,NY,11772
Oak Street,Patchogue,NY,11772
401 N Lowell Ave,Syracuse,NY,13204
401 N Lowell Ave,Syracuse,NY,13204
18 Rivers Edge Drive,Tarrytown,NY,10591
18 Rivers Edge Drive,Tarrytown,NY,10591
18 Rivers Edge Drive,Tarrytown,NY,10591
18 Rivers Edge Drive,Tarrytown,NY,10591
18 Rivers Edge Drive,Tarrytown,NY,10591
18 Rivers Edge Drive,Tarrytown,NY,10591
18 Rivers Edge Drive,Tarrytown,NY,10591
18 Rivers Edge Drive,Tarrytown,NY,10591
18 Rivers Edge Drive,Tarrytown,NY,10591
200 Henry Johnson Boulevard,Albany,NY,12210
200 Henry Johnson Boulevard,Albany,NY,12210
City Hall 77 Corning Place,Albany,NY,12207
City Hall 77 Corning Place,Albany,NY,12207
Corning Preserve Parking Lot Quay Street,Albany,NY,12207
Corning Preserve Parking Lot Quay Street,Albany,NY,12207
Corning Preserve Parking Lot Quay Street,Albany,NY,12207
Corning Preserve Parking Lot Quay Street,Albany,NY,12207
Swinburne Park 809 Clinton Avenue,Albany,NY,12206
Swinburne Park 809 Clinton Avenue,Albany,NY,12206
Swinburne Park 809 Clinton Avenue,Albany,NY,12206
Swinburne Park 809 Clinton Avenue,Albany,NY,12206
Ridgefield Park 316 Partridge Street,Albany,NY,12208
Ridgefield Park 316 Partridge Street,Albany,NY,12208
153 Grand Street,Albany,NY,12202
153 Grand Street,Albany,NY,12202
271 Westchester Ave,Pound Ridge,NY,10576
271 Westchester Ave,Pound Ridge,NY,10576
440 Plainview Rd,Hicksville,NY,11801
2 Harrison st,New Rochelle,NY,10802
2 Harrison st,New Rochelle,NY,10802
256 Norrie Point Way,Staatsburg,NY,12580
256 Norrie Point Way,Staatsburg,NY,12580
256 Norrie Point Way,Staatsburg,NY,12580
256 Norrie Point Way,Staatsburg,NY,12580
3721 OLD VESTAL RD,VESTAL,NY,13850
606 Bedford Rd,Bedford Hills,NY,10507
409 Bockes Rd,Porter Corners,NY,12859
409 Bockes Rd,Porter Corners,NY,12859
409 Bockes Rd,Porter Corners,NY,12859
409 Bockes Rd,Porter Corners,NY,12859
409 Bockes Rd,Porter Corners,NY,12859
409 Bockes Rd,Porter Corners,NY,12859
409 Bockes Rd,Porter Corners,NY,12859
409 Bockes Rd,Porter Corners,NY,12859
409 Bockes Rd,Porter Corners,NY,12859
409 Bockes Rd,Porter Corners,NY,12859
1908 NY-9H,Hudson,NY,12534
1908 NY-9H,Hudson,NY,12534
102 32 St,Queens,NY,11691
1-09 Beach 30th St,Queens,NY,11691
26 Maple Street,Potsdam,NY,13676
26 Maple Street,Potsdam,NY,13676
26 Maple Street,Potsdam,NY,13676
26 Maple Street,Potsdam,NY,13676
22 NY-138,Goldens Bridge,NY,10526
22 NY-138,Goldens Bridge,NY,10526
22 NY-138,Goldens Bridge,NY,10526
22 NY-138,Goldens Bridge,NY,10526
22 NY-138,Goldens Bridge,NY,10526
22 NY-138,Goldens Bridge,NY,10526
25 Orange Street,Albany,NY,12207
25 Orange Street,Albany,NY,12207
25 Orange Street,Albany,NY,12207
25 Orange Street,Albany,NY,12207
2501 W State St,Olean,NY,14760
2501 W State St,Olean,NY,14760
2501 W State St,Olean,NY,14760
2501 W State St,Olean,NY,14760
1149 Sunrise Hwy,Copiague,NY,11726
1149 Sunrise Hwy,Copiague,NY,11726
1149 Sunrise Hwy,Copiague,NY,11726
1149 Sunrise Hwy,Copiague,NY,11726
2 Pennsylvania Ave,Friendship,NY,14739
2 Pennsylvania Ave,Friendship,NY,14739
2 Pennsylvania Ave,Friendship,NY,14739
2 Pennsylvania Ave,Friendship,NY,14739
1168 NY-7,Richmondville,NY,12149
1168 NY-7,Richmondville,NY,12149
1168 NY-7,Richmondville,NY,12149
1168 NY-7,Richmondville,NY,12149
257 N Franklin St,Hempstead,NY,11550
257 N Franklin St,Hempstead,NY,11550
401 N Middletown Rd,Pearl River,NY,10965
401 N Middletown Rd,Pearl River,NY,10965
401 N Middletown Rd,Pearl River,NY,10965
401 N Middletown Rd,Pearl River,NY,10965
401 N Middletown Rd,Pearl River,NY,10965
401 N Middletown Rd,Pearl River,NY,10965
401 N Middletown Rd,Pearl River,NY,10965
